run_id,phase,split,label,model,metric,k,value,n_users,slice
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.3021441327933299,17489,popularity_decile_10
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.4265431915296977,17489,popularity_decile_10
20260914T084052Z,3,temporal,purchase,most_popular,recall,10,0.07741308256422838,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,10,0.04659193298492847,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,recall,50,0.2075913302484676,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,50,0.07596654686705165,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,recall,100,0.28688036230763025,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,100,0.09008003820278795,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,10,0.0681157782546207,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,10,0.04291250918381559,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,50,0.18218858168274885,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,50,0.07036117151251267,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,100,0.26935119779817435,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,100,0.08579839236343947,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,500,0.5380632910317062,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.09773928568580957,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,10,0.06193758917313362,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.2497084947740435,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,50,0.09794528891662778,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.3417056139075862,20000,cold_user
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,100,0.11476343020829859,20000,cold_user
20260914T084052Z,3,temporal,purchase,most_popular,recall,10,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,10,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,most_popular,recall,50,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,50,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,most_popular,recall,100,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,most_popular,ndcg,100,0.0,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,10,0.004814799238817632,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,10,0.002745631763802443,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,50,0.024849816769198754,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,50,0.007730996432182885,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,100,0.04049304119574551,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,ndcg,100,0.010889859426698496,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_content,recall,500,0.2548329297966452,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.010967294179805754,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,10,0.0069583851310556465,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.027845765948987838,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,50,0.011021108875684,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.03755464661268243,20000,cold_item
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,ndcg,100,0.012731793491694648,20000,cold_item
